"","STATION_NUMBER","STATION_NAME","PROV_TERR_STATE_LOC","HYD_STATUS","REAL_TIME","LATITUDE","LONGITUDE","station_tz","standard_offset","OlsonName"
"740","05AD010","DRYWOOD CREEK NEAR THE MOUTH","AB","ACTIVE",TRUE,49.29441,-113.79424,"America/Edmonton",-7,"Etc/GMT+7"
"741","05AD013","UNITED IRRIGATION DISTRICT CANAL NEAR HILL SPRING","AB","ACTIVE",TRUE,49.21804,-113.63324,"America/Edmonton",-7,"Etc/GMT+7"
"742","05AD017","MOUNTAIN VIEW IRRIGATION DISTRICT CANAL","AB","ACTIVE",TRUE,49.07972,-113.68889,"America/Edmonton",-7,"Etc/GMT+7"
"743","05AD021","BELLY - ST. MARY DIVERSION CANAL","AB","ACTIVE",TRUE,49.33607,-113.55406,"America/Edmonton",-7,"Etc/GMT+7"
"744","05AD025","WATERTON LAKE AT WATERTON PARK","AB","ACTIVE",TRUE,49.0536,-113.90705,"America/Edmonton",-7,"Etc/GMT+7"
"745","05AD026","WATERTON RESERVOIR","AB","ACTIVE",TRUE,49.32023,-113.68416,"America/Edmonton",-7,"Etc/GMT+7"
"746","05AD027","WATERTON - BELLY DIVERSION CANAL","AB","ACTIVE",TRUE,49.32703,-113.63383,"America/Edmonton",-7,"Etc/GMT+7"
"747","05AD028","WATERTON RIVER NEAR GLENWOOD","AB","ACTIVE",TRUE,49.43336,-113.48478,"America/Edmonton",-7,"Etc/GMT+7"
"748","05AD035","PRAIRIE BLOOD COULEE NEAR LETHBRIDGE","AB","ACTIVE",TRUE,49.56628,-112.95427,"America/Edmonton",-7,"Etc/GMT+7"
"749","05AD037","PIYAMI DRAIN NEAR PICTURE BUTTE","AB","ACTIVE",TRUE,49.83062,-112.76438,"America/Edmonton",-7,"Etc/GMT+7"
"750","05AD041","BELLY RIVER NEAR GLENWOOD","AB","ACTIVE",TRUE,49.35212,-113.48044,"America/Edmonton",-7,"Etc/GMT+7"
"751","05AD042","YARROW CREEK AT SPREAD EAGLE ROAD","AB","ACTIVE",TRUE,49.23194,-113.96078,"America/Edmonton",-7,"Etc/GMT+7"
"752","05AE002","LEE CREEK AT CARDSTON","AB","ACTIVE",TRUE,49.19971,-113.29652,"America/Edmonton",-7,"Etc/GMT+7"
"753","05AE005","ROLPH CREEK NEAR KIMBALL","AB","ACTIVE",TRUE,49.12501,-113.14256,"America/Edmonton",-7,"Etc/GMT+7"
"754","05AE006","ST. MARY RIVER NEAR LETHBRIDGE","AB","ACTIVE",TRUE,49.57346,-112.84671,"America/Edmonton",-7,"Etc/GMT+7"
"755","05AE016","POTHOLE CREEK AT RUSSELL'S RANCH","AB","ACTIVE",TRUE,49.56554,-112.82741,"America/Edmonton",-7,"Etc/GMT+7"
"756","05AE021","MAGRATH IRRIGATION DISTRICT CANAL NEAR SPRING COULEE","AB","ACTIVE",TRUE,49.34839,-113.05515,"America/Edmonton",-7,"Etc/GMT+7"
"757","05AE025","ST. MARY RESERVOIR NEAR SPRING COULEE","AB","ACTIVE",TRUE,49.36305,-113.11456,"America/Edmonton",-7,"Etc/GMT+7"
"758","05AE026","CANADIAN ST. MARY CANAL NEAR SPRING COULEE","AB","ACTIVE",TRUE,49.34363,-113.04353,"America/Edmonton",-7,"Etc/GMT+7"
"759","05AE043","ST. MARY RIVER AT HIGHWAY NO. 501","AB","ACTIVE",TRUE,49.09184,-113.22089,"America/Edmonton",-7,"Etc/GMT+7"
"760","05AF030","MILK RIVER RIDGE RESERVOIR","AB","ACTIVE",TRUE,49.38129,-112.59025,"America/Edmonton",-7,"Etc/GMT+7"
"761","05AF034","MANYBERRIES CREEK AT HIGHWAY NO. 889","AB","ACTIVE",TRUE,49.39369,-110.67849,"America/Edmonton",-7,"Etc/GMT+7"
"762","05AG003","EXPANSE COULEE NEAR THE MOUTH","AB","ACTIVE",TRUE,49.98871,-112.08224,"America/Edmonton",-7,"Etc/GMT+7"
"763","05AG006","OLDMAN RIVER NEAR THE MOUTH","AB","ACTIVE",TRUE,49.91889,-111.8,"America/Edmonton",-7,"Etc/GMT+7"
"764","05AG026","BOUNTIFUL COULEE INFLOW NEAR CRANFORD","AB","ACTIVE",TRUE,49.78561,-112.31609,"America/Edmonton",-7,"Etc/GMT+7"
"765","05AH002","MACKAY CREEK AT WALSH","AB","ACTIVE",TRUE,49.94091,-110.04722,"America/Edmonton",-7,"Etc/GMT+7"
"766","05AH005","SEVEN PERSONS CREEK AT MEDICINE HAT","AB","ACTIVE",TRUE,50.02365,-110.68351,"America/Edmonton",-7,"Etc/GMT+7"
"767","05AH025","ELKWATER LAKE AT ELKWATER","AB","ACTIVE",TRUE,49.66198,-110.28902,"America/Edmonton",-7,"Etc/GMT+7"
"768","05AH037","GROS VENTRE CREEK NEAR DUNMORE","AB","ACTIVE",TRUE,49.88778,-110.50711,"America/Edmonton",-7,"Etc/GMT+7"
"769","05AH041","PEIGAN CREEK NEAR PAKOWKI ROAD","AB","ACTIVE",TRUE,49.5805,-110.9437,"America/Edmonton",-7,"Etc/GMT+7"
"770","05AH043","EAST MCALPINE CREEK NEAR ELKWATER LAKE","AB","ACTIVE",TRUE,49.79457,-110.18655,"America/Edmonton",-7,"Etc/GMT+7"
"771","05AH047","SAM LAKE TRIBUTARY NEAR SCHULER","AB","ACTIVE",TRUE,50.16348,-110.25759,"America/Edmonton",-7,"Etc/GMT+7"
"772","05AH048","CAVAN LAKE NEAR DUNMORE","AB","ACTIVE",TRUE,49.94392,-110.40067,"America/Edmonton",-7,"Etc/GMT+7"
"773","05AH050","BOXELDER CREEK AT HARGRAVE'S RANCH","SK","ACTIVE",TRUE,50.01198,-109.98701,"America/Regina",-6,"Etc/GMT+6"
"774","05AH052","ROSS CREEK AT HIGHWAY NO. 41","AB","ACTIVE",TRUE,50.00557,-110.53291,"America/Edmonton",-7,"Etc/GMT+7"
"775","05AH053","BULLSHEAD CREEK AT BLACK AND WHITE TRAIL","AB","ACTIVE",TRUE,49.91599,-110.64836,"America/Edmonton",-7,"Etc/GMT+7"
"776","05AH054","CYPRESS VIEW RESERVOIR NEAR ELKWATER","AB","ACTIVE",TRUE,49.80078,-110.12886,"America/Edmonton",-7,"Etc/GMT+7"
"777","05AH055","MCALPINE CREEK RESERVOIR NEAR ELKWATER","AB","ACTIVE",TRUE,49.70875,-110.16249,"America/Edmonton",-7,"Etc/GMT+7"
"778","05AH056","MACKAY CREEK RESERVOIR NEAR ELKWATER","AB","ACTIVE",TRUE,49.71534,-110.12849,"America/Edmonton",-7,"Etc/GMT+7"
"779","05AH057","BULLSHEAD RESERVOIR NEAR ELKWATER","AB","ACTIVE",TRUE,49.67757,-110.51437,"America/Edmonton",-7,"Etc/GMT+7"
"780","05AH058","SPRUCE COULEE RESERVOIR NEAR ELKWATER","AB","ACTIVE",TRUE,49.67929,-110.18288,"America/Edmonton",-7,"Etc/GMT+7"
"781","05AJ001","SOUTH SASKATCHEWAN RIVER AT MEDICINE HAT","AB","ACTIVE",TRUE,50.04209,-110.67754,"America/Edmonton",-7,"Etc/GMT+7"
"782","05BA001","BOW RIVER AT LAKE LOUISE","AB","ACTIVE",TRUE,51.4286,-116.18894,"America/Edmonton",-7,"Etc/GMT+7"
"783","05BA002","PIPESTONE RIVER NEAR LAKE LOUISE","AB","ACTIVE",TRUE,51.43311,-116.17495,"America/Edmonton",-7,"Etc/GMT+7"
"784","05BB001","BOW RIVER AT BANFF","AB","ACTIVE",TRUE,51.17223,-115.57177,"America/Edmonton",-7,"Etc/GMT+7"
"785","05BC001","SPRAY RIVER AT BANFF","AB","ACTIVE",TRUE,51.16018,-115.55447,"America/Edmonton",-7,"Etc/GMT+7"
"786","05BG006","WAIPAROUS CREEK NEAR THE MOUTH","AB","ACTIVE",TRUE,51.28281,-114.83841,"America/Edmonton",-7,"Etc/GMT+7"
"787","05BG010","GHOST RIVER ABOVE WAIPAROUS CREEK","AB","ACTIVE",TRUE,51.27003,-114.92553,"America/Edmonton",-7,"Etc/GMT+7"
"788","05BH004","BOW RIVER AT CALGARY","AB","ACTIVE",TRUE,51.05027,-114.05146,"America/Edmonton",-7,"Etc/GMT+7"
"789","05BH005","BOW RIVER NEAR COCHRANE","AB","ACTIVE",TRUE,51.17374,-114.46643,"America/Edmonton",-7,"Etc/GMT+7"
"790","05BH013","JUMPINGPOUND CREEK NEAR COX HILL","AB","ACTIVE",TRUE,51.00233,-114.93814,"America/Edmonton",-7,"Etc/GMT+7"
"791","05BH014","NOSE CREEK ABOVE AIRDRIE","AB","ACTIVE",TRUE,51.31191,-114.02759,"America/Edmonton",-7,"Etc/GMT+7"
"792","05BH015","JUMPINGPOUND CREEK AT TOWNSHIP ROAD NO. 252","AB","ACTIVE",TRUE,51.12831,-114.5675,"America/Edmonton",-7,"Etc/GMT+7"
"793","05BH016","WEST NOSE CREEK AT CALGARY","AB","ACTIVE",TRUE,51.19012,-114.14123,"America/Edmonton",-7,"Etc/GMT+7"
"794","05BJ001","ELBOW RIVER BELOW GLENMORE DAM","AB","ACTIVE",TRUE,51.01279,-114.0932,"America/Edmonton",-7,"Etc/GMT+7"
"795","05BJ004","ELBOW RIVER AT BRAGG CREEK","AB","ACTIVE",TRUE,50.94893,-114.57095,"America/Edmonton",-7,"Etc/GMT+7"
"796","05BJ010","ELBOW RIVER AT SARCEE BRIDGE","AB","ACTIVE",TRUE,50.9935,-114.16989,"America/Edmonton",-7,"Etc/GMT+7"
"797","05BK001","FISH CREEK NEAR PRIDDIS","AB","ACTIVE",TRUE,50.88547,-114.32684,"America/Edmonton",-7,"Etc/GMT+7"
"798","05BL004","HIGHWOOD RIVER BELOW LITTLE BOW CANAL","AB","ACTIVE",TRUE,50.58563,-113.86936,"America/Edmonton",-7,"Etc/GMT+7"
"799","05BL007","STIMSON CREEK NEAR PEKISKO","AB","ACTIVE",TRUE,50.43012,-114.167,"America/Edmonton",-7,"Etc/GMT+7"
"800","05BL012","SHEEP RIVER AT OKOTOKS","AB","ACTIVE",TRUE,50.72389,-113.97347,"America/Edmonton",-7,"Etc/GMT+7"
"801","05BL013","THREEPOINT CREEK NEAR MILLARVILLE","AB","ACTIVE",TRUE,50.77113,-114.27874,"America/Edmonton",-7,"Etc/GMT+7"
"802","05BL014","SHEEP RIVER AT BLACK DIAMOND","AB","ACTIVE",TRUE,50.68855,-114.24491,"America/Edmonton",-7,"Etc/GMT+7"
"803","05BL015","LITTLE BOW CANAL AT HIGH RIVER","AB","ACTIVE",TRUE,50.5831,-113.86995,"America/Edmonton",-7,"Etc/GMT+7"
"804","05BL019","HIGHWOOD RIVER AT DIEBEL'S RANCH","AB","ACTIVE",TRUE,50.40506,-114.50072,"America/Edmonton",-7,"Etc/GMT+7"
"805","05BL022","CATARACT CREEK NEAR FORESTRY ROAD","AB","ACTIVE",TRUE,50.28526,-114.58871,"America/Edmonton",-7,"Etc/GMT+7"
"806","05BL023","PEKISKO CREEK NEAR LONGVIEW","AB","ACTIVE",TRUE,50.47409,-114.2073,"America/Edmonton",-7,"Etc/GMT+7"
"807","05BL024","HIGHWOOD RIVER NEAR THE MOUTH","AB","ACTIVE",TRUE,50.78324,-113.82085,"America/Edmonton",-7,"Etc/GMT+7"
"808","05BL025","HIGHWOOD DIVERSION CANAL NEAR HEADGATES","AB","ACTIVE",TRUE,50.55213,-113.98988,"America/Edmonton",-7,"Etc/GMT+7"
"809","05BL027","TRAP CREEK NEAR LONGVIEW","AB","ACTIVE",TRUE,50.47732,-114.42632,"America/Edmonton",-7,"Etc/GMT+7"
"810","05BM002","BOW RIVER BELOW CARSELAND DAM","AB","ACTIVE",TRUE,50.82282,-113.44483,"America/Edmonton",-7,"Etc/GMT+7"
"811","05BM004","BOW RIVER BELOW BASSANO DAM","AB","ACTIVE",TRUE,50.75018,-112.54225,"America/Edmonton",-7,"Etc/GMT+7"
"812","05BM007","PARFLESH CREEK NEAR CHANCELLOR","AB","ACTIVE",TRUE,50.99449,-112.84209,"America/Edmonton",-7,"Etc/GMT+7"
"813","05BM008","CROWFOOT CREEK NEAR CLUNY","AB","ACTIVE",TRUE,50.83462,-112.76305,"America/Edmonton",-7,"Etc/GMT+7"
"814","05BM014","WEST ARROWWOOD CREEK NEAR ARROWWOOD","AB","ACTIVE",TRUE,50.76404,-113.23631,"America/Edmonton",-7,"Etc/GMT+7"
"815","05BM015","WESTERN IRRIGATION DISTRICT CANAL NEAR HEADGATES","AB","ACTIVE",TRUE,51.04423,-114.00935,"America/Edmonton",-7,"Etc/GMT+7"
"816","05BM018","WEST ARROWWOOD CREEK NEAR ENSIGN","AB","ACTIVE",TRUE,50.51377,-113.34436,"America/Edmonton",-7,"Etc/GMT+7"
"817","05BM020","EASTERN IRRIGATION DISTRICT MAIN BRANCH CANAL NEAR HEADGATE","AB","ACTIVE",TRUE,50.74583,-112.51667,"America/Edmonton",-7,"Etc/GMT+7"
"818","05BM021","BOW RIVER DEVELOPMENT MAIN CANAL BELOW HEADGATES","AB","ACTIVE",TRUE,50.82596,-113.4313,"America/Edmonton",-7,"Etc/GMT+7"
"819","05BN002","TWELVE MILE CREEK NEAR CECIL","AB","ACTIVE",TRUE,50.14938,-111.66543,"America/Edmonton",-7,"Etc/GMT+7"
"820","05BN006","NEW WEST COULEE NEAR THE MOUTH","AB","ACTIVE",TRUE,50.21665,-112.10495,"America/Edmonton",-7,"Etc/GMT+7"
"821","05BN008","BOW RIVER DEVELOPMENT DRAIN D NEAR VAUXHALL","AB","ACTIVE",TRUE,50.1954,-112.04756,"America/Edmonton",-7,"Etc/GMT+7"
"822","05BN012","BOW RIVER NEAR THE MOUTH","AB","ACTIVE",TRUE,50.04728,-111.59092,"America/Edmonton",-7,"Etc/GMT+7"
"823","05CA002","JAMES RIVER NEAR SUNDRE","AB","ACTIVE",TRUE,51.92679,-114.68552,"America/Edmonton",-7,"Etc/GMT+7"
"824","05CA004","RED DEER RIVER ABOVE PANTHER RIVER","AB","ACTIVE",TRUE,51.66051,-115.41056,"America/Edmonton",-7,"Etc/GMT+7"
"825","05CA009","RED DEER RIVER BELOW BURNT TIMBER CREEK","AB","ACTIVE",TRUE,51.64625,-115.01925,"America/Edmonton",-7,"Etc/GMT+7"
"826","05CA011","BEARBERRY CREEK NEAR SUNDRE","AB","ACTIVE",TRUE,51.80208,-114.66315,"America/Edmonton",-7,"Etc/GMT+7"
"827","05CA012","FALLENTIMBER CREEK NEAR SUNDRE","AB","ACTIVE",TRUE,51.73671,-114.6545,"America/Edmonton",-7,"Etc/GMT+7"
"828","05CB001","LITTLE RED DEER RIVER NEAR THE MOUTH","AB","ACTIVE",TRUE,52.02824,-114.14029,"America/Edmonton",-7,"Etc/GMT+7"
"829","05CB002","LITTLE RED DEER RIVER NEAR WATER VALLEY","AB","ACTIVE",TRUE,51.51147,-114.67097,"America/Edmonton",-7,"Etc/GMT+7"
"830","05CB004","RAVEN RIVER NEAR RAVEN","AB","ACTIVE",TRUE,52.08928,-114.47748,"America/Edmonton",-7,"Etc/GMT+7"
"831","05CB006","GLENIFFER RESERVOIR NEAR DICKSON","AB","ACTIVE",TRUE,52.04644,-114.22881,"America/Edmonton",-7,"Etc/GMT+7"
"832","05CB007","DICKSON DAM TUNNEL OUTLET","AB","ACTIVE",TRUE,52.05835,-114.21858,"America/Edmonton",-7,"Etc/GMT+7"
"833","05CC001","BLINDMAN RIVER NEAR BLACKFALDS","AB","ACTIVE",TRUE,52.35402,-113.79472,"America/Edmonton",-7,"Etc/GMT+7"
"834","05CC002","RED DEER RIVER AT RED DEER","AB","ACTIVE",TRUE,52.27636,-113.81726,"America/Edmonton",-7,"Etc/GMT+7"
"835","05CC003","SYLVAN LAKE AT SYLVAN LAKE","AB","ACTIVE",TRUE,52.31137,-114.10332,"America/Edmonton",-7,"Etc/GMT+7"
"836","05CC006","GULL LAKE AT RV HEAVEN MARINA","AB","ACTIVE",TRUE,52.6108,-114.05544,"America/Edmonton",-7,"Etc/GMT+7"
"837","05CC007","MEDICINE RIVER NEAR ECKVILLE","AB","ACTIVE",TRUE,52.31956,-114.34417,"America/Edmonton",-7,"Etc/GMT+7"
"838","05CC008","BLINDMAN RIVER NEAR BLUFFTON","AB","ACTIVE",TRUE,52.7563,-114.28556,"America/Edmonton",-7,"Etc/GMT+7"
"839","05CC010","BLOCK CREEK NEAR LEEDALE","AB","ACTIVE",TRUE,52.57374,-114.57767,"America/Edmonton",-7,"Etc/GMT+7"
"840","05CC011","WASKASOO CREEK AT RED DEER","AB","ACTIVE",TRUE,52.26849,-113.79985,"America/Edmonton",-7,"Etc/GMT+7"
"841","05CC013","LASTHILL CREEK NEAR ECKVILLE","AB","ACTIVE",TRUE,52.36177,-114.45773,"America/Edmonton",-7,"Etc/GMT+7"
"842","05CD005","BUFFALO LAKE NEAR ERSKINE","AB","ACTIVE",TRUE,52.46307,-112.88212,"America/Edmonton",-7,"Etc/GMT+7"
"843","05CD006","HAYNES CREEK NEAR HAYNES","AB","ACTIVE",TRUE,52.33191,-113.36296,"America/Edmonton",-7,"Etc/GMT+7"
"844","05CD007","PARLBY CREEK AT ALIX","AB","ACTIVE",TRUE,52.40747,-113.19576,"America/Edmonton",-7,"Etc/GMT+7"
"845","05CE001","RED DEER RIVER AT DRUMHELLER","AB","ACTIVE",TRUE,51.46727,-112.71149,"America/Edmonton",-7,"Etc/GMT+7"
"846","05CE002","KNEEHILLS CREEK NEAR DRUMHELLER","AB","ACTIVE",TRUE,51.46946,-112.97827,"America/Edmonton",-7,"Etc/GMT+7"
"847","05CE005","ROSEBUD RIVER AT REDLAND","AB","ACTIVE",TRUE,51.29354,-113.0113,"America/Edmonton",-7,"Etc/GMT+7"
"848","05CE006","ROSEBUD RIVER BELOW CARSTAIRS CREEK","AB","ACTIVE",TRUE,51.41583,-113.72778,"America/Edmonton",-7,"Etc/GMT+7"
"849","05CE007","THREEHILLS CREEK NEAR CARBON","AB","ACTIVE",TRUE,51.56446,-113.07342,"America/Edmonton",-7,"Etc/GMT+7"
"850","05CE010","RAY CREEK NEAR INNISFAIL","AB","ACTIVE",TRUE,52.00117,-113.59972,"America/Edmonton",-7,"Etc/GMT+7"
"851","05CE011","RENWICK CREEK NEAR THREE HILLS","AB","ACTIVE",TRUE,51.71784,-113.36112,"America/Edmonton",-7,"Etc/GMT+7"
"852","05CE012","GHOSTPINE CREEK NEAR HUXLEY","AB","ACTIVE",TRUE,51.89591,-113.24107,"America/Edmonton",-7,"Etc/GMT+7"
"853","05CE018","THREEHILLS CREEK BELOW RAY CREEK","AB","ACTIVE",TRUE,51.99747,-113.56856,"America/Edmonton",-7,"Etc/GMT+7"
"854","05CE020","MICHICHI CREEK AT DRUMHELLER","AB","ACTIVE",TRUE,51.47153,-112.71699,"America/Edmonton",-7,"Etc/GMT+7"
"855","05CG004","BULLPOUND CREEK NEAR WATTS","AB","ACTIVE",TRUE,51.66211,-112.08397,"America/Edmonton",-7,"Etc/GMT+7"
"856","05CG006","FISH CREEK ABOVE LITTLE FISH LAKE","AB","ACTIVE",TRUE,51.3908,-112.20187,"America/Edmonton",-7,"Etc/GMT+7"
"857","05CH007","BERRY CREEK NEAR THE MOUTH","AB","ACTIVE",TRUE,50.85509,-111.59061,"America/Edmonton",-7,"Etc/GMT+7"
"858","05CH008","BERRY CREEK NEAR ROSE LYNN","AB","ACTIVE",TRUE,51.41616,-111.49633,"America/Edmonton",-7,"Etc/GMT+7"
"859","05CH011","BERRY CREEK RESERVOIR OUTLET","AB","ACTIVE",TRUE,51.23974,-111.63142,"America/Edmonton",-7,"Etc/GMT+7"
"860","05CH013","FORSTER RESERVOIR NEAR CESSFORD","AB","ACTIVE",TRUE,50.98086,-111.76747,"America/Edmonton",-7,"Etc/GMT+7"
"861","05CH014","BERRY CREEK RESERVOIR NEAR SUNNYNOOK","AB","ACTIVE",TRUE,51.25521,-111.64056,"America/Edmonton",-7,"Etc/GMT+7"
"862","05CJ006","ONETREE CREEK NEAR PATRICIA","AB","ACTIVE",TRUE,50.73393,-111.68934,"America/Edmonton",-7,"Etc/GMT+7"
"863","05CJ012","MATZHIWIN CREEK BELOW WARE COULEE","AB","ACTIVE",TRUE,50.82091,-111.82876,"America/Edmonton",-7,"Etc/GMT+7"
"864","05CK001","BLOOD INDIAN CREEK NEAR THE MOUTH","AB","ACTIVE",TRUE,50.9583,-111.06004,"America/Edmonton",-7,"Etc/GMT+7"
"865","05CK004","RED DEER RIVER NEAR BINDLOSS","AB","ACTIVE",TRUE,50.90278,-110.29953,"America/Edmonton",-7,"Etc/GMT+7"
"866","05CK005","ALKALI CREEK NEAR THE MOUTH","AB","ACTIVE",TRUE,50.89896,-110.508,"America/Edmonton",-7,"Etc/GMT+7"
"867","05CK006","KENNEDY COULEE NEAR ACADIA VALLEY","AB","ACTIVE",TRUE,51.09586,-110.25898,"America/Edmonton",-7,"Etc/GMT+7"
"868","05DA007","MISTAYA RIVER NEAR SASKATCHEWAN CROSSING","AB","ACTIVE",TRUE,51.88427,-116.68919,"America/Edmonton",-7,"Etc/GMT+7"
"869","05DA009","NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT","AB","ACTIVE",TRUE,52.00119,-116.47093,"America/Edmonton",-7,"Etc/GMT+7"
"870","05DB002","PRAIRIE CREEK NEAR ROCKY MOUNTAIN HOUSE","AB","ACTIVE",TRUE,52.27386,-114.92918,"America/Edmonton",-7,"Etc/GMT+7"
"871","05DB005","PRAIRIE CREEK BELOW LICK CREEK","AB","ACTIVE",TRUE,52.25457,-115.28792,"America/Edmonton",-7,"Etc/GMT+7"
"872","05DB006","CLEARWATER RIVER NEAR DOVERCOURT","AB","ACTIVE",TRUE,52.2521,-114.85582,"America/Edmonton",-7,"Etc/GMT+7"
"873","05DC001","NORTH SASKATCHEWAN RIVER NEAR ROCKY MOUNTAIN HOUSE","AB","ACTIVE",TRUE,52.3767,-114.94132,"America/Edmonton",-7,"Etc/GMT+7"
"874","05DC011","NORTH RAM RIVER AT FORESTRY ROAD","AB","ACTIVE",TRUE,52.28296,-115.99929,"America/Edmonton",-7,"Etc/GMT+7"
"875","05DD004","BROWN CREEK AT FORESTRY ROAD","AB","ACTIVE",TRUE,52.76396,-116.36081,"America/Edmonton",-7,"Etc/GMT+7"
"876","05DD007","BRAZEAU RIVER BELOW CARDINAL RIVER","AB","ACTIVE",TRUE,52.88158,-116.55625,"America/Edmonton",-7,"Etc/GMT+7"
"877","05DD009","NORDEGG RIVER AT SUNCHILD ROAD","AB","ACTIVE",TRUE,52.81997,-115.52026,"America/Edmonton",-7,"Etc/GMT+7"
"878","05DE002","WABAMUN LAKE AT WABAMUN","AB","ACTIVE",TRUE,53.55583,-114.46914,"America/Edmonton",-7,"Etc/GMT+7"
"879","05DE006","NORTH SASKATCHEWAN RIVER NEAR LODGEPOLE","AB","ACTIVE",TRUE,53.05246,-115.21118,"America/Edmonton",-7,"Etc/GMT+7"
"880","05DE007","ROSE CREEK NEAR ALDER FLATS","AB","ACTIVE",TRUE,52.92991,-115.01102,"America/Edmonton",-7,"Etc/GMT+7"
"881","05DE009","TOMAHAWK CREEK NEAR TOMAHAWK","AB","ACTIVE",TRUE,53.40585,-114.76311,"America/Edmonton",-7,"Etc/GMT+7"
"882","05DE010","NORTH SASKATCHEWAN RIVER AT HIGHWAY NO. 759","AB","ACTIVE",TRUE,53.31548,-114.75796,"America/Edmonton",-7,"Etc/GMT+7"
"883","05DF001","NORTH SASKATCHEWAN RIVER AT EDMONTON","AB","ACTIVE",TRUE,53.53721,-113.4855,"America/Edmonton",-7,"Etc/GMT+7"
"884","05DF003","BLACKMUD CREEK NEAR ELLERSLIE","AB","ACTIVE",TRUE,53.41455,-113.51651,"America/Edmonton",-7,"Etc/GMT+7"
"885","05DF004","STRAWBERRY CREEK NEAR THE MOUTH","AB","ACTIVE",TRUE,53.31149,-114.05207,"America/Edmonton",-7,"Etc/GMT+7"
"886","05DF006","WHITEMUD CREEK NEAR ELLERSLIE","AB","ACTIVE",TRUE,53.41263,-113.59089,"America/Edmonton",-7,"Etc/GMT+7"
"887","05DF008","WEED CREEK AT THORSBY","AB","ACTIVE",TRUE,53.23379,-114.0508,"America/Edmonton",-7,"Etc/GMT+7"
"888","05DF009","WHITEMUD CREEK AT EDMONTON","AB","ACTIVE",TRUE,53.48302,-113.55455,"America/Edmonton",-7,"Etc/GMT+7"
"889","05EA001","STURGEON RIVER NEAR FORT SASKATCHEWAN","AB","ACTIVE",TRUE,53.83276,-113.28236,"America/Edmonton",-7,"Etc/GMT+7"
"890","05EA002","STURGEON RIVER AT ST. ALBERT","AB","ACTIVE",TRUE,53.63583,-113.62722,"America/Edmonton",-7,"Etc/GMT+7"
"891","05EA005","STURGEON RIVER NEAR VILLENEUVE","AB","ACTIVE",TRUE,53.65535,-113.76247,"America/Edmonton",-7,"Etc/GMT+7"
"892","05EA006","LAC STE. ANNE AT ALBERTA BEACH","AB","ACTIVE",TRUE,53.67639,-114.3575,"America/Edmonton",-7,"Etc/GMT+7"
"893","05EA008","ISLE LAKE AT EUREKA BEACH","AB","ACTIVE",TRUE,53.62597,-114.68638,"America/Edmonton",-7,"Etc/GMT+7"
"894","05EA010","STURGEON RIVER NEAR MAGNOLIA BRIDGE","AB","ACTIVE",TRUE,53.59139,-114.85972,"America/Edmonton",-7,"Etc/GMT+7"
"895","05EA011","CARROT CREEK NEAR THE MOUTH","AB","ACTIVE",TRUE,53.62339,-113.69531,"America/Edmonton",-7,"Etc/GMT+7"
"896","05EA012","ATIM CREEK AT CENTURY ROAD","AB","ACTIVE",TRUE,53.59028,-113.88536,"America/Edmonton",-7,"Etc/GMT+7"
"897","05EA013","KILINI CREEK AT TWP ROAD NO 543","AB","ACTIVE",TRUE,53.67213,-114.1355,"America/Edmonton",-7,"Etc/GMT+7"
"898","05EC005","REDWATER RIVER NEAR THE MOUTH","AB","ACTIVE",TRUE,53.8966,-112.99602,"America/Edmonton",-7,"Etc/GMT+7"
"899","05EE005","STRETTON CREEK NEAR MARWAYNE","AB","ACTIVE",TRUE,53.44246,-110.32566,"America/Edmonton",-7,"Etc/GMT+7"
"900","05EE006","VERMILION RIVER TRIBUTARY NEAR BRUCE","AB","ACTIVE",TRUE,53.29409,-112.04985,"America/Edmonton",-7,"Etc/GMT+7"
"901","05EE007","VERMILION RIVER NEAR MARWAYNE","AB","ACTIVE",TRUE,53.49162,-110.3988,"America/Edmonton",-7,"Etc/GMT+7"
"902","05EE008","VERMILION PARK LAKE NEAR VERMILION","AB","ACTIVE",TRUE,53.36117,-110.86056,"America/Edmonton",-7,"Etc/GMT+7"
"903","05EE009","VERMILION RIVER AT VEGREVILLE","AB","ACTIVE",TRUE,53.49118,-112.0398,"America/Edmonton",-7,"Etc/GMT+7"
"904","05EE010","VERMILION RIVER AT RANGE ROAD NO. 105","AB","ACTIVE",TRUE,53.61928,-111.45168,"America/Edmonton",-7,"Etc/GMT+7"
"905","05EE011","VERMILION LAKES NEAR MORECAMBE","AB","ACTIVE",TRUE,53.64189,-111.47577,"America/Edmonton",-7,"Etc/GMT+7"
"906","05EF001","NORTH SASKATCHEWAN RIVER NEAR DEER CREEK","SK","ACTIVE",TRUE,53.52319,-109.61789,"America/Regina",-6,"Etc/GMT+6"
"907","05FA001","BATTLE RIVER NEAR PONOKA","AB","ACTIVE",TRUE,52.66325,-113.58141,"America/Edmonton",-7,"Etc/GMT+7"
"908","05FA011","BATTLE RIVER AT DUHAMEL","AB","ACTIVE",TRUE,52.94859,-112.96467,"America/Edmonton",-7,"Etc/GMT+7"
"909","05FA013","PIGEON LAKE AT PIGEON LAKE PROVINCIAL PARK","AB","ACTIVE",TRUE,53.02378,-114.1265,"America/Edmonton",-7,"Etc/GMT+7"
